flyer_item,sku,offer,discount,offer_price,regular_price,instalment_mth,platform,category,url,report_time,,platform,flyer items,offer items,discount items,items by instl./mth,offer items %,discount items %,avg. discount %,avg. instl./mth %,,flyer - category,flyer items,offer items,discount items,items by instl./mth,portfolio %,offer items %,discount items %,avg. discount %,avg. instl./mth %,,flyer - category,Leon's items,Tepperman's items,The Brick items,Walmart items,,flyer - category,Leon's discount %,Tepperman's discount %,The Brick discount %,Walmart discount %
"Extra-Long Twin/Full/Queen Deluxe Glider Bed Frame, , $99.97 . Select for details.",Extra-Long Twin/Full/Queen Deluxe Glider Bed Frame,,,99.97,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Extra-Long Twin/Full/Queen Deluxe Rug Roller Bed Frame, , $99.97 . Select for details.",Extra-Long Twin/Full/Queen Deluxe Rug Roller Bed Frame,,,99.97,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twin/Full/Queen Metal Glide Bed Frame, , $79.97 . Select for details.",Twin/Full/Queen Metal Glide Bed Frame,,,79.97,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twin/Full Metal Glider Bed Frame, , $39.00 . Select for details.",Twin/Full Metal Glider Bed Frame,,,39,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beautyrest® Black Luxury™ Queen Adjustable Base, , $2999.00 . Select for details.",Beautyrest® Black Luxury™ Queen Adjustable Base,,,2999,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quest 4.0 Queen Adjustable Base, NEW, $2099.95 . Select for details.",Quest 4.0 Queen Adjustable Base,NEW,,2099.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reflexion® by Sealy Arc Queen Adjustable Base, , $1899.95 . Select for details.",Reflexion® by Sealy Arc Queen Adjustable Base,,,1899.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reflexion® by Sealy Boost 2.0 Queen Adjustable Base, , $1399.95 . Select for details.",Reflexion® by Sealy Boost 2.0 Queen Adjustable Base,,,1399.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quest 2.5 Queen Adjustable Base, , $1299.95 . Select for details.",Quest 2.5 Queen Adjustable Base,,,1299.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quest 2.0 Queen Adjustable Base, , $1199.95 . Select for details.",Quest 2.0 Queen Adjustable Base,,,1199.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quest 1.5 Twin XL Adjustable Base, , $599.00 . Select for details.",Quest 1.5 Twin XL Adjustable Base,,,599,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quest 1.5 Queen Adjustable Base, , $849.95 . Select for details.",Quest 1.5 Queen Adjustable Base,,,849.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nectar Queen Sleep Bundle, , Valued at $399 - $499 . Select for details.",Nectar Queen Sleep Bundle,,,399,,499,The Brick,,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nectar Premier Copper Luxury Firm Twin Mattress-in-a-Box, , $799.00 . Select for details.",Nectar Premier Copper Luxury Firm Twin Mattress-in-a-Box,,,799,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nectar Premier Copper Luxury Firm Queen Mattress-in-a-Box, , $1399.00 . Select for details.",Nectar Premier Copper Luxury Firm Queen Mattress-in-a-Box,,,1399,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nectar Premier Luxury Firm Twin Mattress-in-a-Box, , $599.00 . Select for details.",Nectar Premier Luxury Firm Twin Mattress-in-a-Box,,,599,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nectar Premier Luxury Firm Queen Mattress-in-a-Box, , $1099.00 . Select for details.",Nectar Premier Luxury Firm Queen Mattress-in-a-Box,,,1099,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nectar Classic Luxury Firm Twin Mattress-in-a-Box, , $399.00 . Select for details.",Nectar Classic Luxury Firm Twin Mattress-in-a-Box,,,399,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nectar Classic Luxury Firm Queen Mattress-in-a-Box, , $799.00 . Select for details.",Nectar Classic Luxury Firm Queen Mattress-in-a-Box,,,799,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brickley Eurotop Luxury Firm Twin Mattress, , BUYER'S BEST $299.95 ea. After Discount . Select for details.",Brickley Eurotop Luxury Firm Twin Mattress,,,299.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noah Bunk Bed with Ladder & Guard Rail for Kids, Metal, Dark Bronze - Twin/Full, SAVE $100, $399.95 After Discount . Select for details.",Noah Bunk Bed with Ladder & Guard Rail for Kids,"Metal, Dark Bronze - Twin/Full, SAVE $100",100,399.95,499.95,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sealy Posturepedic® Sunderland Eurotop Queen Mattress, 40% OFF†, $799.95 After Discount $22.23 / MTH* . Select for details.",Sealy Posturepedic® Sunderland Eurotop Queen Mattress,40% OFF†,533.3,799.95,1333.25,22.23,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sealy Posturepedic® Bloomfield Eurotop Queen Mattress, 40% OFF†, $749.95 After Discount $20.84 / MTH* . Select for details.",Sealy Posturepedic® Bloomfield Eurotop Queen Mattress,40% OFF†,499.967,749.95,1249.917,20.84,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serta Back Logic 3.0 Eurotop Plush Queen Mattress, 40% OFF†, $799.95 After Discount $22.23/MTH* . Select for details.",Serta Back Logic 3.0 Eurotop Plush Queen Mattress,40% OFF†,533.3,799.95,1333.25,22.23,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serta Back Logic 2.0 Eurotop Firm Queen Mattress, 40% OFF†, $699.95 After Discount $19.45 / MTH* . Select for details.",Serta Back Logic 2.0 Eurotop Firm Queen Mattress,40% OFF†,466.633,699.95,1166.583,19.45,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serta Back Logic 1.1 Eurotop Luxury Firm Queen Mattress, 40% OFF†, $599.95 After Discount $16.67 / MTH* . Select for details.",Serta Back Logic 1.1 Eurotop Luxury Firm Queen Mattress,40% OFF†,399.967,599.95,999.917,16.67,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tempur-Pedic® TEMPUR Support® Medium Hybrid Queen Mattress, SAVE $999, $2999.95 After Discount $83.34 / MTH* . Select for details.",Tempur-Pedic® TEMPUR Support® Medium Hybrid Queen Mattress,SAVE $999,999,2999.95,3998.95,83.34,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tempur-Pedic® TEMPUR ProSupport® Firm Queen Mattress, SAVE $999, $2949.95 ea. After Discount $81.95 / MTH* . Select for details.",Tempur-Pedic® TEMPUR ProSupport® Firm Queen Mattress,SAVE $999,999,2949.95,3948.95,81.95,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tempur-Pedic® TEMPUR Support® Medium Queen Mattress, SAVE $799, $2399.95 ea. After Discount $66.67 / MTH* . Select for details.",Tempur-Pedic® TEMPUR Support® Medium Queen Mattress,SAVE $799,799,2399.95,3198.95,66.67,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tempur-Pedic® TEMPUR Support® Firm Queen Mattress, SAVE $749, $1999.95 After Discount $55.56/MTH* . Select for details.",Tempur-Pedic® TEMPUR Support® Firm Queen Mattress,SAVE $749,749,1999.95,2748.95,55.56,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23"" Brushed Nickel Table Lamp, , $59.00 . Select for details.","23"" Brushed Nickel Table Lamp",,,59,,,The Brick,TV & Lighting,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tempur-Pedic® TEMPUR-Essential™ Adjustable Pillow, 25% OFF†, $119.25 After Discount . Select for details.",Tempur-Pedic® TEMPUR-Essential™ Adjustable Pillow,25% OFF†,39.75,119.25,159,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEDGEAR Hyper-Cotton™ 4-Piece Queen Sheet Set - Navy, , $149.95 ea. After Discount . Select for details.",BEDGEAR Hyper-Cotton™ 4-Piece Queen Sheet Set - Navy,,,149.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEDGEAR Dri-Tec® Performance Queen Mattress Protector, , $139.97 ea. After Discount . Select for details.",BEDGEAR Dri-Tec® Performance Queen Mattress Protector,,,139.97,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Masterguard® Cooltouch™ Queen Pillow, , $29.97 ea. After Discount . Select for details.",Masterguard® Cooltouch™ Queen Pillow,,,29.97,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stearns & Foster Founders Collection Derby County Eurotop Queen Mattress, 40% OFF†, $2299.95 ea. After Discount $6389/MTH* . Select for details.",Stearns & Foster Founders Collection Derby County Eurotop Queen Mattress,40% OFF†,1533.3,2299.95,3833.25,6389,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sonoma Panel Bed with Headboard & Frame, Mango Brown - Queen Size, , $1039.98 After Discount . Select for details.",Sonoma Panel Bed with Headboard & Frame,"Mango Brown - Queen Size, ",,1039.98,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stearns & Foster Founders Collection Cardiff City Eurotop Queen Mattress, 40% OFF†, $2199.95 ea. After Discount $61.11/MTH* . Select for details.",Stearns & Foster Founders Collection Cardiff City Eurotop Queen Mattress,40% OFF†,1466.633,2199.95,3666.583,61.11,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roma Upholstered Bed in Grey Linen-Look Fabric, Button Tufted - Queen Size, , $699.95 . Select for details.",Roma Upholstered Bed in Grey Linen-Look Fabric,"Button Tufted - Queen Size, ",,699.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Springwall Salerno Eurotop Twin Mattress, 40% OFF†, $399.95 ea. After Discount $11.11 / MTH* . Select for details.",Springwall Salerno Eurotop Twin Mattress,40% OFF†,266.633,399.95,666.583,11.11,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Springwall Venice Eurotop Twin Mattress, 40% OFF†, $349.95 ea. After Discount $9.73 / MTH* . Select for details.",Springwall Venice Eurotop Twin Mattress,40% OFF†,233.3,349.95,583.25,9.73,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Springwall Huron 2.0 Eurotop Twin Mattress, 40% OFF†, $279.95 ea. After Discount $7.78/MTH* . Select for details.",Springwall Huron 2.0 Eurotop Twin Mattress,40% OFF†,186.633,279.95,466.583,7.78,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Springwall Pisa II Eurotop Firm Queen Mattress, 40% OFF†, $379.95 ea. After Discount . Select for details.",Springwall Pisa II Eurotop Firm Queen Mattress,40% OFF†,253.3,379.95,633.25,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elda 17"" Cement Look Table Lamp, , $199.97 . Select for details.","Elda 17"" Cement Look Table Lamp",,,199.97,,,The Brick,TV & Lighting,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Page Upholstered Bed in Blue Linen-Look Fabric, Button Tufted - Queen Size, , $299.95 . Select for details.",Page Upholstered Bed in Blue Linen-Look Fabric,"Button Tufted - Queen Size, ",,299.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beautyrest Black Signature Excellence Euro Pillowtop Queen Mattress, 40% OFF†, $1599.95 ea. After Discount $44.45/MTH* . Select for details.",Beautyrest Black Signature Excellence Euro Pillowtop Queen Mattress,40% OFF†,1066.633,1599.95,2666.583,44.45,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beautyrest Black Signature Exquisite Euro Pillowtop Queen Mattress, 40% OFF†, $1599.95 ea. After Discount $44.45/MTH* . Select for details.",Beautyrest Black Signature Exquisite Euro Pillowtop Queen Mattress,40% OFF†,1066.633,1599.95,2666.583,44.45,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beautyrest Black Signature Elegance Euro Pillowtop Queen Mattress, 40% OFF†, $1599.95 ea. After Discount $44.45/MTH* . Select for details.",Beautyrest Black Signature Elegance Euro Pillowtop Queen Mattress,40% OFF†,1066.633,1599.95,2666.583,44.45,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dani Upholstered Adjustable Platform Bed in Grey Fabric, Tufted - Queen Size, , $499.95 . Select for details.",Dani Upholstered Adjustable Platform Bed in Grey Fabric,"Tufted - Queen Size, ",,499.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tulsa Upholstered Platform Bed in Grey Vegan-Leather Fabric, Button Tufted - Queen Size, SAVE $100, $399.95 After Discount . Select for details.",Tulsa Upholstered Platform Bed in Grey Vegan-Leather Fabric,"Button Tufted - Queen Size, SAVE $100",100,399.95,499.95,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEDGEAR Flow 1.0 Pillow - Stomach Sleeper, Buy One, Get One 40% OFF+, $139.00 . Select for details.",BEDGEAR Flow 1.0 Pillow - Stomach Sleeper,"Buy One, Get One 40% OFF+",92.667,139,231.667,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEDGEAR Glacier Cuddle Curve 1.0 Pillow - Stomach Sleeper, 40% OFF†, $119.40 ea. After Discount . Select for details.",BEDGEAR Glacier Cuddle Curve 1.0 Pillow - Stomach Sleeper,40% OFF†,79.6,119.4,199,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Springwall Sage Pillowtop Queen Mattress-in-a-Box, 40% OFF†, $599.95 After Discount . Select for details.",Springwall Sage Pillowtop Queen Mattress-in-a-Box,40% OFF†,399.967,599.95,999.917,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mojave Panel Bed with Headboard & Frame, Rustic, Brown - Queen Size, , $299.95 After Discount . Select for details.",Mojave Panel Bed with Headboard & Frame,"Rustic, Brown - Queen Size, ",,299.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sealy Posturepedic® Fiore Eurotop Queen Mattress, 40% OFF†, $599.95 After Discount . Select for details.",Sealy Posturepedic® Fiore Eurotop Queen Mattress,40% OFF†,399.967,599.95,999.917,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paseo Upholstered Platform Bed in Taupe Fabric - Queen Size, , $299.95 After Discount . Select for details.",Paseo Upholstered Platform Bed in Taupe Fabric - Queen Size,,,299.95,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Springwall Emilia Tight Top Twin Mattress, , $149.00 . Select for details.",Springwall Emilia Tight Top Twin Mattress,,,149,,,The Brick,Bedroom & Mattress,https://www.thebrick.com/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epic STAINLESS STEEL 17 CU. FT. TOP FREEZER FRIDGE, , $698 $15 A MONTH** . Select for details.",Epic STAINLESS STEEL 17 CU. FT. TOP FREEZER FRIDGE,,,698,,15,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EPIC CLASSIC WHITE 17 CU. FT. TOP FREEZER FRIDGE, , $648 $15 A MONTH** . Select for details.",EPIC CLASSIC WHITE 17 CU. FT. TOP FREEZER FRIDGE,,,648,,15,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMANA 6.5 CU. FT. ELECTRIC DRYER, , $546 $13 A MONTH** . Select for details.",AMANA 6.5 CU. FT. ELECTRIC DRYER,,,546,,13,Tepperman's,Cleaning & Drying,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.4 CU. FT. TOP LOAD WASHER, , $646 . Select for details.",4.4 CU. FT. TOP LOAD WASHER,,,646,,,Tepperman's,Cleaning & Drying,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHIROPRACTIC REST HYBRID MATTRESS, , Outlet PRICE $698 . Select for details.",CHIROPRACTIC REST HYBRID MATTRESS,,,698,,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HAMILTON BEACH 14 CU. FT. CHEST FREEZER, , $555 $13 A MONTH** . Select for details.",HAMILTON BEACH 14 CU. FT. CHEST FREEZER,,,555,,13,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RCA 6.5 CU. FT. UPRIGHT FREEZER, , $398 . Select for details.",RCA 6.5 CU. FT. UPRIGHT FREEZER,,,398,,,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RCA 5.5 CU. FT. SIDE BY SIDE FRIDGE/ FREEZER, , $498 $12 A MONTH** . Select for details.",RCA 5.5 CU. FT. SIDE BY SIDE FRIDGE/ FREEZER,,,498,,12,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.2 CU. FT. RETRO DESIGN FRIDGE, , $398 . Select for details.",7.2 CU. FT. RETRO DESIGN FRIDGE,,,398,,,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMANA DISHWASHER, , Outlet PRICE $446 $11 A MONTH** . Select for details.",AMANA DISHWASHER,,,446,,11,Tepperman's,Cleaning & Drying,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30"" ELECTRIC RANGE, , Outlet PRICE $596 . Select for details.","30"" ELECTRIC RANGE",,,596,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DREAMSTAR EVEREST HYBRID MATTRESS IN A BOX, , Outlet PRICE $598 $14 A MONTH** . Select for details.",DREAMSTAR EVEREST HYBRID MATTRESS IN A BOX,,,598,,14,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOFFAT 18 CU. FT. TOP FREEZER FRIDGE, , Outlet PRICE $796 $17 A MONTH** . Select for details.",MOFFAT 18 CU. FT. TOP FREEZER FRIDGE,,,796,,17,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRANQUIL MATTRESS IN A BOX, , Outlet PRICE $498 $12 A MONTH** . Select for details.",TRANQUIL MATTRESS IN A BOX,,,498,,12,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DYNA-GLO 2 BURNER PROPANE BBQ, , $377 . Select for details.",DYNA-GLO 2 BURNER PROPANE BBQ,,,377,,,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRIGIDAIRE 88 CAN BEVERAGE FRIDGE, , $198 . Select for details.",FRIGIDAIRE 88 CAN BEVERAGE FRIDGE,,,198,,,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hamilton Beach 3.2 CU. FT. RETRO FRIDGE, , $177 . Select for details.",Hamilton Beach 3.2 CU. FT. RETRO FRIDGE,,,177,,,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOLACE QUEEN MATTRESS IN A BOX, , Outlet PRICE $398 . Select for details.",SOLACE QUEEN MATTRESS IN A BOX,,,398,,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRIGIDAIRE 40 LBS. ICE MAKER, , $198 . Select for details.",FRIGIDAIRE 40 LBS. ICE MAKER,,,198,,,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRIGIDAIRE SINGLE SERVE COFFEE MAKER, , $44 . Select for details.",FRIGIDAIRE SINGLE SERVE COFFEE MAKER,,,44,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRIGIDAIRE 1.7L RETRO ELECTRIC KETTLE, , $33 . Select for details.",FRIGIDAIRE 1.7L RETRO ELECTRIC KETTLE,,,33,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMANA® STAINLESS STEEL DISHWASHER, , Outlet PRICE $476 $11 A MONTH** . Select for details.",AMANA® STAINLESS STEEL DISHWASHER,,,476,,11,Tepperman's,Cleaning & Drying,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
